날짜,분석단위,대상,기사수,키워드종수,누적빈도,긍정단어수,긍정총빈도,부정단어수,부정총빈도,감성지수,상위키워드TOP5,대표긍정어TOP3,대표부정어TOP3,인사이트
2026-09-09,카테고리,세계,100,321,5394,10,128,22,344,-45.8,미국(196); 트럼프(145); 이란(133); 대통령(123); 캐나다(98),지원(26); 상승(25); 안전(21),테러(44); 보복(37); 전쟁(33),"세계: 기사 100건에서 키워드 321종을 추출했고 상위 키워드는 '미국'(196회), '트럼프'(145회), '이란'(133회) 순입니다. 감성지수 -45.8로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-09,카테고리,이슈,100,370,5869,16,309,20,310,-0.2,후보자(100); 의원(96); 금리(80); 대통령(79); 장관(71),투자(56); 상승(51); 최고(45),수사(41); 의혹(39); 하락(24),"이슈: 기사 100건에서 키워드 370종을 추출했고 상위 키워드는 '후보자'(100회), '의원'(96회), '금리'(80회) 순입니다. 감성지수 -0.2로 긍정과 부정이 비슷한 수준합니다."
2026-09-09,카테고리,정치,100,310,7723,16,650,12,254,43.8,대통령(274); 협력(222); 후보자(187); 프랑스(164); 의원(140),협력(222); 지원(75); 확대(62),의혹(61); 논란(52); 반대(32),"정치: 기사 100건에서 키워드 310종을 추출했고 상위 키워드는 '대통령'(274회), '협력'(222회), '후보자'(187회) 순입니다. 감성지수 +43.8로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,카테고리,주요뉴스,200,372,6328,23,498,24,353,17.0,대통령(122); 시장(91); 협력(89); 후보자(82); 의원(79),협력(89); 투자(59); 지원(35),의혹(33); 하락(32); 반대(32),"주요뉴스: 기사 200건에서 키워드 372종을 추출했고 상위 키워드는 '대통령'(122회), '시장'(91회), '협력'(89회) 순입니다. 감성지수 +17.0로 긍정 어휘가 다소 우세합니다."
2026-09-09,신문사x카테고리,데일리안/IT과학,20,100,1446,3,25,7,108,-62.4,정보(78); 방송(45); 위원장(38); 의원(30); 통신(29),지원(9); 출시(8); 협약(8),유출(21); 허위(18); 조작(18),"데일리안/IT과학: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '정보'(78회), '방송'(45회), '위원장'(38회) 순입니다. 감성지수 -62.4로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,데일리안/경제,20,100,1470,8,89,3,37,41.3,대출(68); 전력(36); 차체(36); 데일리안(30); 공장(26),확대(19); 상승(11); 증가(11),규제(19); 파업(9); 부담(9),"데일리안/경제: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '대출'(68회), '전력'(36회), '차체'(36회) 순입니다. 감성지수 +41.3로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,데일리안/문화,20,100,1162,5,46,1,12,58.6,전력(36); 차체(36); 공장(28); 생산(27); 데일리안(25),확대(13); 출시(10); 최고(8),부담(12),"데일리안/문화: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '전력'(36회), '차체'(36회), '공장'(28회) 순입니다. 감성지수 +58.6로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,데일리안/사회,20,100,1288,9,126,2,18,75.0,지역(61); 청년(43); 교육(43); 의료(42); 사업(36),참여(29); 지원(26); 취업(16),부담(11); 제한(7),"데일리안/사회: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '지역'(61회), '청년'(43회), '교육'(43회) 순입니다. 감성지수 +75.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,데일리안/세계,20,100,1140,4,25,9,97,-59.0,이란(45); 미국(41); 캐나다(38); 공격(36); 대통령(33),안전(8); 최대(6); 최고(6),보복(18); 경고(16); 전쟁(12),"데일리안/세계: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '이란'(45회), '미국'(41회), '캐나다'(38회) 순입니다. 감성지수 -59.0로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,데일리안/이슈,20,100,1230,2,17,4,39,-39.3,의원(39); 데일리안(34); 후보자(31); 대통령(25); 대표(25),최고(10); 참여(7),하락(12); 논란(10); 부담(9),"데일리안/이슈: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '의원'(39회), '데일리안'(34회), '후보자'(31회) 순입니다. 감성지수 -39.3로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,데일리안/정치,20,100,1802,8,131,4,67,32.3,후보자(80); 대통령(63); 대표(56); 민주당(49); 협력(39),협력(39); 평화(18); 완화(16),논란(26); 의혹(20); 철회(11),"데일리안/정치: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '후보자'(80회), '대통령'(63회), '대표'(56회) 순입니다. 감성지수 +32.3로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,데일리안/주요뉴스,40,100,1362,6,86,8,79,4.2,대통령(46); 협력(37); 차체(36); 이란(30); 데일리안(30),협력(37); 안정(11); 참여(10),하락(20); 우려(10); 부담(9),"데일리안/주요뉴스: 기사 40건에서 키워드 100종을 추출했고 상위 키워드는 '대통령'(46회), '협력'(37회), '차체'(36회) 순입니다. 감성지수 +4.2로 긍정과 부정이 비슷한 수준합니다."
2026-09-09,신문사x카테고리,매일신문/IT과학,20,100,1416,9,114,2,17,74.0,기업(59); 로봇(48); 생산(44); 버스(35); 미국(32),투자(28); 확대(17); 선정(12),부담(9); 유출(8),"매일신문/IT과학: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '기업'(59회), '로봇'(48회), '생산'(44회) 순입니다. 감성지수 +74.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,매일신문/경제,20,100,1154,10,123,2,13,80.9,산업(46); 사업(42); 대구(39); 지원(31); 기업(31),지원(31); 계약(18); 혁신(11),위험(7); 피해(6),"매일신문/경제: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '산업'(46회), '사업'(42회), '대구'(39회) 순입니다. 감성지수 +80.9로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,매일신문/문화,20,100,1066,6,83,0,0,100.0,문화(47); 공연(41); 지역(39); 예술(35); 대구(33),공연(41); 참여(12); 전시(10),,"매일신문/문화: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '문화'(47회), '공연'(41회), '지역'(39회) 순입니다. 감성지수 +100.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,매일신문/사회,20,100,913,6,52,5,44,8.3,항만(21); 영천(21); 확인(17); 경찰(17); 부산(16),협력(10); 지원(10); 계약(9),혐의(14); 구속(8); 부담(8),"매일신문/사회: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '항만'(21회), '영천'(21회), '확인'(17회) 순입니다. 감성지수 +8.3로 긍정 어휘가 다소 우세합니다."
2026-09-09,신문사x카테고리,매일신문/세계,20,100,970,3,19,7,61,-52.5,미국(43); 한국(25); 시간(25); 대통령(25); 북한(23),지원(7); 감사(6); 안전(6),사고(15); 테러(11); 경고(9),"매일신문/세계: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '미국'(43회), '한국'(25회), '시간'(25회) 순입니다. 감성지수 -52.5로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,매일신문/이슈,20,100,1094,4,34,11,103,-50.4,공휴일(36); 연휴(31); 판사(30); 임시(27); 혐의(22),협력(11); 최고(9); 배당(7),혐의(22); 위반(11); 구속(10),"매일신문/이슈: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '공휴일'(36회), '연휴'(31회), '판사'(30회) 순입니다. 감성지수 -50.4로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,매일신문/정치,20,100,1183,6,54,8,92,-26.0,의원(65); 후보자(50); 국민(40); 대통령(35); 인사(32),협력(12); 지원(11); 확보(9),의혹(19); 비판(16); 청탁(13),"매일신문/정치: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '의원'(65회), '후보자'(50회), '국민'(40회) 순입니다. 감성지수 -26.0로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,매일신문/주요뉴스,40,100,1113,2,18,14,132,-76.0,의원(44); 판사(30); 경찰(25); 법관(23); 공익(21),협력(11); 배당(7),수사(14); 혐의(13); 의혹(11),"매일신문/주요뉴스: 기사 40건에서 키워드 100종을 추출했고 상위 키워드는 '의원'(44회), '판사'(30회), '경찰'(25회) 순입니다. 감성지수 -76.0로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,문화일보/IT과학,20,100,1087,9,88,0,0,100.0,고객(33); 기술(27); 반도체(26); 삼성전자(26); 시장(20),최대(16); 출시(15); 지원(11),,"문화일보/IT과학: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '고객'(33회), '기술'(27회), '반도체'(26회) 순입니다. 감성지수 +100.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,문화일보/경제,20,100,829,9,64,3,23,47.1,대한항공(21); 시장(18); 대통령(17); 브랜드(16); 겨울(15),투자(14); 증가(9); 급등(7),소송(9); 하락(7); 부담(7),"문화일보/경제: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '대한항공'(21회), '시장'(18회), '대통령'(17회) 순입니다. 감성지수 +47.1로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,문화일보/문화,20,100,733,4,22,0,0,100.0,무대(28); 한국(26); 놀런(25); 감독(25); 고추(23),공연(9); 성공(5); 흥행(4),,"문화일보/문화: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '무대'(28회), '한국'(26회), '놀런'(25회) 순입니다. 감성지수 +100.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,문화일보/사회,20,100,899,10,105,2,12,79.5,관리(28); 지역(25); 주민(23); 축산물(18); 건강(17),참여(16); 안전(14); 지원(13),혐의(6); 피해(6),"문화일보/사회: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '관리'(28회), '지역'(25회), '주민'(23회) 순입니다. 감성지수 +79.5로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,문화일보/세계,20,100,845,3,23,5,34,-19.3,시장(30); 대통령(20); 러시아(19); 한국(18); 미국(18),개통(9); 안전(7); 상승(7),하락(7); 충돌(7); 부담(7),"문화일보/세계: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '시장'(30회), '대통령'(20회), '러시아'(19회) 순입니다. 감성지수 -19.3로 부정 어휘가 다소 우세합니다."
2026-09-09,신문사x카테고리,문화일보/이슈,20,100,830,5,47,6,48,-1.1,지수(20); 평가(19); 제넨셀(18); 투자(17); 개발(17),투자(17); 최고(9); 협력(8),의혹(13); 소송(10); 사망(7),"문화일보/이슈: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '지수'(20회), '평가'(19회), '제넨셀'(18회) 순입니다. 감성지수 -1.1로 긍정과 부정이 비슷한 수준합니다."
2026-09-09,신문사x카테고리,문화일보/정치,20,100,1264,10,153,2,43,56.1,협력(56); 장관(43); 국방(39); 대통령(35); 서울(33),협력(56); 강화(17); 투자(15),반대(32); 의혹(11),"문화일보/정치: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '협력'(56회), '장관'(43회), '국방'(39회) 순입니다. 감성지수 +56.1로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,문화일보/주요뉴스,40,100,919,6,56,6,70,-11.1,반대(32); 찬성(28); 대한항공(22); 평가(19); 대통령(17),투자(17); 최고(11); 협력(8),반대(32); 의혹(13); 소송(10),"문화일보/주요뉴스: 기사 40건에서 키워드 100종을 추출했고 상위 키워드는 '반대'(32회), '찬성'(28회), '대한항공'(22회) 순입니다. 감성지수 -11.1로 부정 어휘가 다소 우세합니다."
2026-09-09,신문사x카테고리,아시아경제/IT과학,20,100,1533,13,197,1,11,89.4,연구(85); 기술(40); 국가(37); 사업(36); 전략(30),지원(30); 성과(24); 참여(21),제재(11),"아시아경제/IT과학: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '연구'(85회), '기술'(40회), '국가'(37회) 순입니다. 감성지수 +89.4로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,아시아경제/경제,20,100,992,7,97,0,0,100.0,투자(32); 기술(30); 제작(28); 기업(28); 확대(26),투자(32); 확대(26); 성장(11),,"아시아경제/경제: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '투자'(32회), '기술'(30회), '제작'(28회) 순입니다. 감성지수 +100.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,아시아경제/문화,20,100,1056,5,52,0,0,100.0,한국(28); 로봇(27); 부품(26); 생산(25); 국가유산청(22),지원(21); 채용(11); 확대(7),,"아시아경제/문화: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '한국'(28회), '로봇'(27회), '부품'(26회) 순입니다. 감성지수 +100.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,아시아경제/사회,20,100,1127,9,137,4,31,63.1,축제(39); 공연(38); 사업(38); 데이터(22); 운영(22),축제(39); 공연(38); 지원(12),침수(9); 논란(8); 의혹(7),"아시아경제/사회: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '축제'(39회), '공연'(38회), '사업'(38회) 순입니다. 감성지수 +63.1로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,아시아경제/세계,20,100,1127,3,27,8,73,-46.0,이란(52); 미국(37); 사우디(31); 공격(30); 규모(25),지원(10); 상승(9); 확대(8),보복(14); 충돌(11); 제재(10),"아시아경제/세계: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '이란'(52회), '미국'(37회), '사우디'(31회) 순입니다. 감성지수 -46.0로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,아시아경제/이슈,20,100,1368,12,164,5,61,45.8,금리(63); 미국(39); 상승(38); 국채(37); 분기(27),상승(38); 투자(20); 증가(13),우려(20); 하락(12); 취소(11),"아시아경제/이슈: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '금리'(63회), '미국'(39회), '상승'(38회) 순입니다. 감성지수 +45.8로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,아시아경제/정치,20,100,2106,8,289,0,0,100.0,협력(100); 대통령(90); 프랑스(84); 확대(49); 기술(49),협력(100); 확대(49); 지원(38),,"아시아경제/정치: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '협력'(100회), '대통령'(90회), '프랑스'(84회) 순입니다. 감성지수 +100.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,아시아경제/주요뉴스,40,100,1680,16,271,2,29,80.7,액티브(59); 시장(55); 금리(43); 성장(35); 상관(35),성장(35); 협력(33); 투자(25),규제(17); 폐지(12),"아시아경제/주요뉴스: 기사 40건에서 키워드 100종을 추출했고 상위 키워드는 '액티브'(59회), '시장'(55회), '금리'(43회) 순입니다. 감성지수 +80.7로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,조선일보/IT과학,20,100,1602,4,68,0,0,100.0,기업(62); 삼성전자(53); 반도체(46); 빙하(44); 중국(40),최대(22); 투자(19); 협력(15),,"조선일보/IT과학: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '기업'(62회), '삼성전자'(53회), '반도체'(46회) 순입니다. 감성지수 +100.0로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,조선일보/경제,20,100,1452,4,84,6,96,-6.7,기업(52); 투자(43); 금리(40); 대출(35); 시장(32),투자(43); 상승(16); 고용(15),부담(23); 하락(23); 사고(19),"조선일보/경제: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '기업'(52회), '투자'(43회), '금리'(40회) 순입니다. 감성지수 -6.7로 부정 어휘가 다소 우세합니다."
2026-09-09,신문사x카테고리,조선일보/문화,20,100,1147,2,48,1,17,47.7,오페라(53); 공연(42); 극장(42); 네팔(39); 가격(34),공연(42); 지원(6),담합(17),"조선일보/문화: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '오페라'(53회), '공연'(42회), '극장'(42회) 순입니다. 감성지수 +47.7로 긍정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,조선일보/사회,20,100,1093,5,35,6,58,-24.7,경찰(40); 학생(34); 한국(31); 중국(30); 기록(23),투자(8); 참여(7); 지원(7),소송(15); 수사(11); 조작(9),"조선일보/사회: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '경찰'(40회), '학생'(34회), '한국'(31회) 순입니다. 감성지수 -24.7로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,조선일보/세계,20,100,1312,4,34,6,79,-39.8,트럼프(76); 미국(57); 선거(32); 대통령(31); 센터(29),지원(9); 최고(9); 상승(9),범죄(23); 테러(18); 전쟁(14),"조선일보/세계: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '트럼프'(76회), '미국'(57회), '선거'(32회) 순입니다. 감성지수 -39.8로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,조선일보/이슈,20,100,1347,4,47,4,59,-11.3,후보자(49); 빙하(44); 장관(39); 중국(31); 의원(30),최대(14); 상승(13); 투자(12),수사(24); 의혹(19); 기소(8),"조선일보/이슈: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '후보자'(49회), '빙하'(44회), '장관'(39회) 순입니다. 감성지수 -11.3로 부정 어휘가 다소 우세합니다."
2026-09-09,신문사x카테고리,조선일보/정치,20,100,1368,2,23,5,52,-38.7,정당(56); 대통령(51); 후보자(45); 의원(39); 위성(35),협력(15); 지원(8),논란(17); 의혹(11); 비판(8),"조선일보/정치: 기사 20건에서 키워드 100종을 추출했고 상위 키워드는 '정당'(56회), '대통령'(51회), '후보자'(45회) 순입니다. 감성지수 -38.7로 부정 어휘가 뚜렷하게 우세합니다."
2026-09-09,신문사x카테고리,조선일보/주요뉴스,40,100,1254,6,67,5,43,21.8,정당(38); 후보자(32); 기업(31); 미국(29); 의원(28),고용(18); 투자(17); 상승(9),논란(10); 의혹(9); 감소(9),"조선일보/주요뉴스: 기사 40건에서 키워드 100종을 추출했고 상위 키워드는 '정당'(38회), '후보자'(32회), '기업'(31회) 순입니다. 감성지수 +21.8로 긍정 어휘가 뚜렷하게 우세합니다."
